code,label,bug_class,description
"def validate_email(email_str):
    """"""
    Validates a basic email format by checking for an '@' symbol, a '.' after the '@',
    and specific length constraints. Strips leading/trailing whitespace.
    """"""
    if not isinstance(email_str, str):
        return False
    
    email = email_str.strip()
    if not 5 <= len(email) <= 254:
        return False

    if '@' not in email:
        return False

    parts = email.split('@')
    if len(parts) != 2:
        return False

    local_part, domain_part = parts
    if not local_part or not domain_part:
        return False

    if '.' not in domain_part or domain_part.startswith('.') or domain_part.endswith('.'):
        return False

    return True",0,clean,"This function validates a basic email format, ensuring it contains an '@' and a '.' in the domain part, and adheres to length constraints."
"def validate_username(username):
    """"""
    Validates a username to be alphanumeric, allowing underscores but not at the start or end,
    and within a specific length range.
    """"""
    if not isinstance(username, str):
        return False

    user = username.strip()
    if not 3 <= len(user) <= 20:
        return False

    if not user:
        return False

    if user.startswith('_') or user.endswith('_'):
        return False

    for char in user:
        if not (char.isalnum() or char == '_'):
            return False

    return True",0,clean,"This function validates a username, ensuring it is between 3 and 20 characters, alphanumeric with optional underscores, and doesn't start or end with an underscore."
"def validate_password_strength(password):
    """"""
    Validates password strength by checking for a minimum length of 8 characters
    and the presence of at least one uppercase letter, one lowercase letter, and one digit.
    """"""
    if not isinstance(password, str):
        return False

    if len(password) < 8:
        return False

    has_upper = False
    has_lower = False
    has_digit = False

    for char in password:
        if 'A' <= char <= 'Z':
            has_upper = True
        elif 'a' <= char <= 'z':
            has_lower = True
        elif '0' <= char <= '9':
            has_digit = True
        
        if has_upper and has_lower and has_digit:
            break

    return has_upper and has_lower and has_digit",0,clean,"This function validates password strength by enforcing a minimum length of 8 characters and requiring at least one uppercase letter, one lowercase letter, and one digit."
"def sanitize_html_input(text):
    """"""
    Sanitizes user input by removing common dangerous HTML tags like <script>
    and escaping characters like '<', '>', '&', '""', and ""'"".
    """"""
    if not isinstance(text, str):
        return """"

    sanitized_text = text.replace(""<script"", ""&lt;script"")
    sanitized_text = sanitized_text.replace(""</script>"", ""&lt;/script&gt;"")
    sanitized_text = sanitized_text.replace(""<"", ""&lt;"")
    sanitized_text = sanitized_text.replace("">"", ""&gt;"")
    sanitized_text = sanitized_text.replace(""&"", ""&amp;"")
    sanitized_text = sanitized_text.replace('""', ""&quot;"")
    sanitized_text = sanitized_text.replace(""'"", ""&#x27;"")

    return sanitized_text.strip()",0,clean,This function sanitizes user text input by neutralizing script tags and escaping common HTML special characters to mitigate basic XSS vulnerabilities.
"def validate_positive_integer_id(id_str):
    """"""
    Validates if a string represents a positive integer ID within a specified range (1 to 1,000,000).
    """"""
    if not isinstance(id_str, str):
        return False

    if not id_str.strip().isdigit():
        return False

    try:
        id_value = int(id_str.strip())
        if 1 <= id_value <= 1000000:
            return True
        else:
            return False
    except ValueError:
        return False",0,clean,"This function validates if a string represents a positive integer ID, ensuring it falls within a predefined range and contains only digits."
"def validate_url_scheme_and_domain(url_str):
    """"""
    Validates a URL string for a secure scheme (http/https) and a basic domain structure,
    without full URL parsing.
    """"""
    if not isinstance(url_str, str):
        return False

    url = url_str.strip().lower()
    
    if not (url.startswith(""http://"") or url.startswith(""https://"")):
        return False

    scheme_len = 7 if url.startswith(""http://"") else 8
    domain_start_index = scheme_len
    
    if len(url) <= domain_start_index:
        return False

    domain_part = url[domain_start_index:]
    if '.' not in domain_part or domain_part.startswith('.') or domain_part.endswith('.'):
        return False
        
    parts = domain_part.split('.')
    if len(parts) < 2 or len(parts[-1]) < 2:
        return False

    return True",0,clean,This function validates a URL string by ensuring it uses a secure HTTP scheme and has a basic domain structure with a top-level domain.
"def sanitize_filename(filename):
    """"""
    Sanitizes a filename string by replacing unsafe characters that could lead to path traversal
    or create issues on various file systems.
    """"""
    if not isinstance(filename, str):
        return ""invalid_filename""

    unsafe_chars = ['/', '\\', ':', '*', '?', '""', '<', '>', '|', '\0', '..']
    
    sanitized = filename.strip()
    if not sanitized:
        return ""default_file""

    for char in unsafe_chars:
        if char == '..':
            sanitized = sanitized.replace(char, '') 
        else:
            sanitized = sanitized.replace(char, '_')

    if len(sanitized) > 255:
        sanitized = sanitized[:255]

    return sanitized",0,clean,This function sanitizes a filename string by replacing potentially unsafe characters with underscores and removing path traversal sequences to prevent file system vulnerabilities.
"def validate_phone_number(phone_str):
    """"""
    Validates a phone number string to ensure it consists only of digits and has a specific length,
    e.g., 10 digits for a North American number.
    """"""
    if not isinstance(phone_str, str):
        return False

    cleaned_number = """".join(filter(str.isdigit, phone_str))
    
    if len(cleaned_number) == 10:
        return True
    else:
        return False",0,clean,This function validates a phone number string by removing all non-digit characters and then checking if the resulting string has exactly 10 digits.
"def validate_currency_amount(amount_str):
    """"""
    Validates if a string represents a positive currency amount, allowing for at most two decimal places.
    """"""
    if not isinstance(amount_str, str):
        return False

    cleaned_amount = amount_str.strip()
    if not cleaned_amount:
        return False

    if cleaned_amount.count('.') > 1:
        return False
    
    parts = cleaned_amount.split('.')
    if not all(p.isdigit() for p in parts):
        return False
        
    if '.' in cleaned_amount and len(parts[1]) > 2:
        return False
    
    try:
        value = float(cleaned_amount)
        return value >= 0
    except ValueError:
        return False",0,clean,"This function validates a string as a positive currency amount, ensuring it is a valid number with at most two decimal places."
"def validate_date_string_format(date_str):
    """"""
    Validates a date string to ensure it strictly follows the YYYY-MM-DD format,
    checking digit and hyphen placement and overall length.
    """"""
    if not isinstance(date_str, str):
        return False

    if len(date_str) != 10 or date_str[4] != '-' or date_str[7] != '-':
        return False

    parts = date_str.split('-')
    if len(parts) != 3:
        return False

    year_str, month_str, day_str = parts

    if not (year_str.isdigit() and len(year_str) == 4 and
            month_str.isdigit() and len(month_str) == 2 and
            day_str.isdigit() and len(day_str) == 2):
        return False

    try:
        month = int(month_str)
        day = int(day_str)
        if not (1 <= month <= 12 and 1 <= day <= 31):
            return False
    except ValueError:
        return False 

    return True",0,clean,"This function validates a date string to ensure it strictly conforms to the YYYY-MM-DD format, checking for digit groups and hyphen placement."
"def get_config_value(config_dict: dict | None, key: str, default_value: any) -> any:
    """"""
    Safely retrieves a value from a configuration dictionary, returning a default
    if the dictionary is None or the key is not present.
    """"""
    if config_dict is None:
        return default_value
    return config_dict.get(key, default_value)",0,clean,"Safely retrieves a value from a configuration dictionary, returning a default if the dictionary is None or the key is not present."
"def clean_and_lower_string(text: str | None) -> str:
    """"""
    Strips whitespace from a string and converts it to lowercase,
    returning an empty string if the input is None.
    """"""
    if text is None:
        return """"
    return text.strip().lower()",0,clean,"Strips whitespace from a string and converts it to lowercase, returning an empty string if the input is None."
"def calculate_total_amount(amounts: list[float | int | None] | None) -> float:
    """"""
    Calculates the sum of numbers in a list, treating None values as zero
    and returning 0.0 if the input list is None.
    """"""
    total = 0.0
    if amounts is None:
        return total
    for amount in amounts:
        if amount is not None:
            total += float(amount)
    return total",0,clean,"Calculates the sum of numbers in a list, treating None values as zero and returning 0.0 if the input list is None."
"class User:
    def __init__(self, name: str, email: str | None):
        self.name = name
        self.email = email

def get_user_email(user_obj: User | None, default_email: str = ""no_email@example.com"") -> str:
    """"""
    Safely retrieves the email attribute from a User object, returning a default
    if the object is None or its email attribute is None.
    """"""
    if user_obj is None or user_obj.email is None:
        return default_email
    return user_obj.email",0,clean,"Safely retrieves the email attribute from a User object, returning a default if the object is None or its email attribute is None."
"def calculate_product_price(base_price: float | int | None, quantity: int | None) -> float:
    """"""
    Calculates the total product price by multiplying base price and quantity,
    returning 0.0 if either input is None.
    """"""
    if base_price is None or quantity is None:
        return 0.0
    return float(base_price) * float(quantity)",0,clean,"Calculates the total product price by multiplying base price and quantity, returning 0.0 if either input is None."
"def filter_valid_names(names_list: list[str | None] | None) -> list[str]:
    """"""
    Filters a list of names, returning a new list containing only
    non-None and non-empty strings. Returns an empty list if input is None.
    """"""
    valid_names = []
    if names_list is None:
        return valid_names
    for name in names_list:
        if name is not None and name.strip(): # Check for non-empty after stripping
            valid_names.append(name.strip())
    return valid_names",0,clean,"Filters a list of names, returning a new list containing only non-None and non-empty strings, or an empty list if the input is None."
"def get_nested_dict_value(data: dict | None, keys: list[str], default: any = None) -> any:
    """"""
    Safely retrieves a value from a nested dictionary given a list of keys,
    returning a default value if any intermediate dictionary or the final value is None.
    """"""
    if data is None:
        return default
    
    current_level = data
    for key in keys:
        if not isinstance(current_level, dict) or current_level.get(key) is None:
            return default
        current_level = current_level.get(key)
    return current_level",0,clean,"Safely retrieves a value from a nested dictionary given a list of keys, returning a default if any intermediate dictionary or the final value is None."
"class Item:
    def __init__(self, item_id: str, quantity: int | None):
        self.item_id = item_id
        self.quantity = quantity

def extract_valid_quantities(items: list[Item | None] | None) -> list[int]:
    """"""
    Extracts valid quantities from a list of Item objects,
    ignoring None items or items with None quantities.
    Returns an empty list if input is None.
    """"""
    quantities = []
    if items is None:
        return quantities
    for item in items:
        if item is not None and item.quantity is not None:
            quantities.append(item.quantity)
    return quantities",0,clean,"Extracts valid quantities from a list of Item objects, ignoring None items or items with None quantities, and returns an empty list if the input is None."
"def parse_optional_int(s_value: str | None, default_int: int = 0) -> int:
    """"""
    Parses an optional string value to an integer, returning a default
    if the string is None or cannot be converted to an integer.
    """"""
    if s_value is None:
        return default_int
    try:
        return int(s_value)
    except (ValueError, TypeError):
        return default_int",0,clean,"Parses an optional string value to an integer, returning a default if the string is None or cannot be converted to an integer."
"def perform_action_if_enabled(is_enabled: bool | None, action_name: str) -> str:
    """"""
    Performs a hypothetical action if 'is_enabled' is explicitly True,
    otherwise indicates that the action was skipped or disabled.
    Handles None 'is_enabled' flags by treating them as disabled.
    """"""
    if is_enabled is True: # Explicitly check for True, not just truthiness
        return f""Action '{action_name}' performed successfully.""
    else:
        return f""Action '{action_name}' skipped (disabled or not enabled).""",0,clean,"Performs a hypothetical action if an 'is_enabled' flag is explicitly True, otherwise indicates that the action was skipped or disabled, treating None flags as disabled."
"def process_user_input(input_string):
    """"""
    Processes a user input string, returning a stripped and lowercased version,
    or None if the input string itself is None or empty after stripping.
    """"""
    if input_string is None:
        return None
    
    cleaned_string = str(input_string).strip().lower()
    if not cleaned_string: # Also handles empty strings after stripping
        return None
    return cleaned_string",0,clean,"Processes a user input string by stripping whitespace and lowercasing it, returning None if the input is None or becomes empty after processing."
"def get_first_element(data_list):
    """"""
    Returns the first element of a list if the list is not None and not empty,
    otherwise returns None.
    """"""
    if data_list is None:
        return None
    if not isinstance(data_list, list):
        return None
    if not data_list:
        return None
    return data_list[0]",0,clean,"Retrieves the first element from a list, returning None if the list is None, not a list, or empty."
"def get_config_value(config_dict, key, default_value=None):
    """"""
    Retrieves a value from a configuration dictionary for a given key,
    returning a default value if the dictionary is None or the key is not found.
    """"""
    if config_dict is None:
        return default_value
    if not isinstance(config_dict, dict):
        return default_value
    return config_dict.get(key, default_value)",0,clean,"Safely retrieves a value from a dictionary using a key, returning a specified default value if the dictionary is None, not a dictionary, or the key is not present."
"class Product:
    def __init__(self, name, price):
        self.name = name
        self.price = price

def get_product_name(product_obj):
    """"""
    Returns the name attribute of a Product object, or None if the object
    itself is None or not a Product instance.
    """"""
    if product_obj is None:
        return None
    if not isinstance(product_obj, Product):
        return None
    return product_obj.name",0,clean,"Safely extracts the 'name' attribute from a Product object, returning None if the input object is None or not an instance of Product."
"def calculate_discounted_price(original_price, discount_percentage):
    """"""
    Calculates the discounted price given an original price and a discount percentage.
    Returns None if either input is None, not a valid number (int/float), or outside valid ranges.
    """"""
    if original_price is None or discount_percentage is None:
        return None
    
    if not isinstance(original_price, (int, float)) or not isinstance(discount_percentage, (int, float)):
        return None

    if original_price < 0:
        return None

    if not (0 <= discount_percentage <= 100):
        return None
        
    discount_factor = (100 - discount_percentage) / 100
    return original_price * discount_factor",0,clean,"Computes a discounted price, returning None if the original price or discount percentage is None, not numeric, or outside valid ranges."
"def get_user_display_name(first_name, last_name, username=None):
    """"""
    Generates a display name for a user. Prioritizes first_name + last_name,
    then username, otherwise returns a generic default. Handles None inputs gracefully.
    """"""
    full_name = f""{first_name or ''} {last_name or ''}"".strip()
    
    return full_name or username or ""Anonymous User""",0,clean,"Constructs a user's display name, prioritizing full name, then username, falling back to ""Anonymous User"" if all are None or empty."
"class ContactInfo:
    def __init__(self, email):
        self.email = email

class UserProfile:
    def __init__(self, contact):
        self.contact = contact

class User:
    def __init__(self, profile):
        self.profile = profile

def extract_contact_email(user_obj):
    """"""
    Extracts the contact email from a nested User object structure.
    Returns None if any part of the path (user, profile, contact, email) is None.
    """"""
    if user_obj is None:
        return None
    
    profile = getattr(user_obj, 'profile', None)
    if profile is None:
        return None
        
    contact = getattr(profile, 'contact', None)
    if contact is None:
        return None
        
    email = getattr(contact, 'email', None)
    return email",0,clean,"Safely extracts a contact email from a nested object structure (User -> UserProfile -> ContactInfo -> email), returning None if any intermediate object or the final attribute is None."
"def get_status_message(status_code, error_message=None):
    """"""
    Generates a status message based on a status code and an optional error message.
    Returns different messages depending on the presence of an error or the status code.
    """"""
    if error_message is not None and str(error_message).strip():
        return f""Error: {error_message}""
    
    if status_code is None:
        return ""Status unknown.""
    
    if status_code == 200:
        return ""Operation successful.""
    elif status_code >= 400 and status_code < 500:
        return ""Client error occurred.""
    elif status_code >= 500:
        return ""Server error occurred.""
    else:
        return f""Status: {status_code}""",0,clean,"Creates a status message, prioritizing a provided error message, otherwise reporting based on the status code, or ""Status unknown"" if the status code is None."
"def log_event(event_type, message, details=None):
    """"""
    Logs an event with its type, message, and optional details.
    Handles 'details' being None by representing it as 'N/A' in the log output.
    """"""
    if details is None:
        detail_str = ""N/A""
    else:
        detail_str = str(details)
    
    return f""Event Type: {event_type}, Message: {message}, Details: {detail_str}""",0,clean,"Generates a log string for an event, replacing None details with ""N/A""."
"def parse_coordinates(coordinate_tuple):
    """"""
    Parses a tuple representing (x, y) coordinates.
    Returns (None, None) if the input is None, not a tuple, does not have exactly two elements,
    or contains non-numeric elements.
    """"""
    if coordinate_tuple is None:
        return (None, None)
    
    if not isinstance(coordinate_tuple, tuple):
        return (None, None)
        
    if len(coordinate_tuple) != 2:
        return (None, None)
        
    x, y = coordinate_tuple
    
    if not isinstance(x, (int, float)) or not isinstance(y, (int, float)):
        return (None, None)

    return (x, y)",0,clean,"Parses a 2-element coordinate tuple (x, y), returning (None, None) if the input is None, not a tuple, has an incorrect length, or contains non-numeric elements."
"def safe_divide(numerator: float, denominator: float) -> float | str:
    """"""
    Performs division safely, returning an error message if the denominator is zero or inputs are not numeric.
    """"""
    if not isinstance(numerator, (int, float)) or not isinstance(denominator, (int, float)):
        return ""Error: Both numerator and denominator must be numbers.""
    if denominator == 0:
        return ""Error: Cannot divide by zero.""
    return numerator / denominator",0,clean,"This function safely divides two numbers, performing type checks and returning an error message if the denominator is zero."
"def calculate_percentage_change(old_value: float, new_value: float) -> float | str:
    """"""
    Calculates the percentage change between an old value and a new value,
    handling cases where the old value is zero or inputs are not numeric.
    """"""
    if not isinstance(old_value, (int, float)) or not isinstance(new_value, (int, float)):
        return ""Error: Both values must be numbers.""
    if old_value == 0:
        if new_value == 0:
            return 0.0  # No change if both are zero
        return ""Error: Cannot calculate percentage change from zero old value unless new value is also zero.""
    return ((new_value - old_value) / old_value) * 100",0,clean,"This function calculates the percentage change between two values, explicitly handling cases where the original value is zero to prevent division errors and validating input types."
"def calculate_list_average(numbers: list[float]) -> float | str:
    """"""
    Calculates the average of a list of numbers, returning an error if the list is empty
    or contains non-numeric values.
    """"""
    if not isinstance(numbers, list):
        return ""Error: Input must be a list.""
    if not numbers:
        return ""Error: Cannot calculate average of an empty list.""
    
    total = 0.0
    for num in numbers:
        if not isinstance(num, (int, float)):
            return ""Error: All elements in the list must be numbers.""
        total += num
    return total / len(numbers)",0,clean,"This function computes the average of a list of numbers, ensuring the list is not empty and all its elements are numeric to prevent division by zero and type errors."
"def dot_product(vec1: list[float], vec2: list[float]) -> float | str:
    """"""
    Calculates the dot product of two numerical vectors, ensuring they are of equal length
    and contain only numbers.
    """"""
    if not isinstance(vec1, list) or not isinstance(vec2, list):
        return ""Error: Both inputs must be lists.""
    if len(vec1) != len(vec2):
        return ""Error: Vectors must have the same length.""
    if not vec1: # Handles empty vectors resulting in 0 dot product
        return 0.0
    
    result = 0.0
    for i in range(len(vec1)):
        if not isinstance(vec1[i], (int, float)) or not isinstance(vec2[i], (int, float)):
            return ""Error: Both vectors must contain only numbers.""
        result += vec1[i] * vec2[i]
    return result",0,clean,"This function computes the dot product of two numeric vectors, validating that inputs are lists of equal length and contain only numbers."
"def scale_to_range(value: float, source_min: float, source_max: float, target_min: float, target_max: float) -> float | str:
    """"""
    Scales a given value from a source range to a target range,
    handling cases where the source range is invalid (e.g., min == max) or inputs are not numeric.
    """"""
    if not all(isinstance(arg, (int, float)) for arg in [value, source_min, source_max, target_min, target_max]):
        return ""Error: All arguments must be numbers.""
        
    if source_min == source_max:
        return ""Error: Source range minimum and maximum cannot be equal.""
        
    scaled_value = (value - source_min) * (target_max - target_min) / (source_max - source_min) + target_min
    return scaled_value",0,clean,"This function scales a numeric value from a specified source range to a target range, explicitly checking for a zero-sized source range to prevent division errors and validating input types."
"def calculate_future_value(principal: float, annual_rate: float, years: int, compounds_per_year: int) -> float | str:
    """"""
    Calculates the future value of an investment with compound interest,
    validating inputs to ensure they are positive and sensible.
    """"""
    if not all(isinstance(arg, (int, float)) for arg in [principal, annual_rate]) or not all(isinstance(arg, int) for arg in [years, compounds_per_year]):
        return ""Error: Principal and annual rate must be numbers, years and compounds_per_year integers.""
    if principal < 0:
        return ""Error: Principal cannot be negative.""
    if annual_rate < -1.0:
        return ""Error: Annual rate cannot be less than -1.0 (or -100%).""
    if years < 0:
        return ""Error: Years cannot be negative.""
    if compounds_per_year <= 0:
        return ""Error: Compounds per year must be a positive integer.""
        
    rate_per_period = annual_rate / compounds_per_year
    num_periods = years * compounds_per_year
    
    future_value = principal * (1 + rate_per_period) ** num_periods
    return round(future_value, 2)",0,clean,"This function calculates the future value of an investment using compound interest, performing robust input validation to ensure positive principal, sensible rates, and positive compounding periods."
"def normalize_vector(vector: list[float]) -> list[float] | str:
    """"""
    Normalizes a vector to its L2-norm, returning an error if the vector is empty,
    contains non-numeric values, or if its magnitude is zero.
    """"""
    if not isinstance(vector, list):
        return ""Error: Input must be a list.""
    if not vector:
        return ""Error: Cannot normalize an empty vector.""
        
    magnitude_sq = 0.0
    for x in vector:
        if not isinstance(x, (int, float)):
            return ""Error: All elements in the vector must be numbers.""
        magnitude_sq += x * x
        
    magnitude = magnitude_sq ** 0.5
    
    if magnitude == 0:
        return ""Error: Cannot normalize a zero vector (magnitude is zero).
    ""
        
    normalized_vector = [x / magnitude for x in vector]
    return normalized_vector",0,clean,"This function normalizes a numeric vector to its L2-norm, checking for empty vectors, non-numeric elements, and specifically preventing division by zero if the vector's magnitude is zero."
"def calculate_simple_moving_average(data: list[float], window_size: int) -> list[float] | str:
    """"""
    Calculates the simple moving average for a list of numeric data over a specified window size,
    handling invalid window sizes or non-numeric data.
    """"""
    if not isinstance(data, list) or not isinstance(window_size, int):
        return ""Error: Data must be a list and window_size an integer.""
    if window_size <= 0:
        return ""Error: Window size must be a positive integer.""
    if window_size > len(data):
        return ""Error: Window size cannot be greater than the number of data points.""
        
    moving_averages = []
    for i in range(len(data) - window_size + 1):
        window = data[i:i + window_size]
        current_sum = 0.0
        for item in window:
            if not isinstance(item, (int, float)):
                return ""Error: All data points must be numbers.""
            current_sum += item
        moving_averages.append(current_sum / window_size)
        
    return moving_averages",0,clean,"This function computes the simple moving average for a list of numeric data over a given window size, validating the window size to be positive and ensuring all data points are numbers."
"def sum_geometric_progression(first_term: float, common_ratio: float, num_terms: int) -> float | str:
    """"""
    Calculates the sum of a geometric progression, handling cases where the common ratio is 1
    or inputs are invalid.
    """"""
    if not all(isinstance(arg, (int, float)) for arg in [first_term, common_ratio]) or not isinstance(num_terms, int):
        return ""Error: First term and common ratio must be numbers, number of terms an integer.""
    if num_terms < 0:
        return ""Error: Number of terms cannot be negative.""
    if num_terms == 0:
        return 0.0
        
    if common_ratio == 1:
        return first_term * num_terms
    else:
        return first_term * (1 - common_ratio**num_terms) / (1 - common_ratio)",0,clean,"This function calculates the sum of a geometric progression, including an explicit check for a common ratio of 1 to prevent division by zero, and validates input types and term count."
"def calculate_sample_standard_deviation(data: list[float]) -> float | str:
    """"""
    Calculates the sample standard deviation for a list of numeric data,
    ensuring there are at least two data points to prevent division by zero.
    """"""
    if not isinstance(data, list):
        return ""Error: Input must be a list.""
    if len(data) < 2:
        return ""Error: At least two data points are required to calculate sample standard deviation.""
        
    total = 0.0
    for x in data:
        if not isinstance(x, (int, float)):
            return ""Error: All elements in the data list must be numbers.""
        total += x
    
    mean = total / len(data)
    
    sum_sq_diff = 0.0
    for x in data:
        sum_sq_diff += (x - mean) ** 2
        
    variance = sum_sq_diff / (len(data) - 1)
    std_dev = variance ** 0.5
    
    return std_dev",0,clean,"This function calculates the sample standard deviation for a list of numeric data, verifying that there are at least two data points to prevent division by zero in the variance calculation."
"def safe_divide(numerator: float, denominator: float) -> float | None:
    """"""
    Performs division safely, returning None if the denominator is zero.
    """"""
    if denominator == 0:
        return None
    return numerator / denominator",0,clean,"Calculates the division of two numbers, returning None if the denominator is zero."
"def calculate_percentage(part: float, total: float) -> float:
    """"""
    Calculates the percentage of a part relative to a total.
    Returns 0.0 if the total is zero, effectively treating part/0 as 0% for practical purposes.
    """"""
    if total == 0:
        return 0.0
    return (part / total) * 100.0",0,clean,"Calculates a percentage, returning 0.0 if the total value is zero."
"def calculate_safe_average(numbers: list[float]) -> float | None:
    """"""
    Calculates the average of a list of numbers, returning None for an empty list.
    """"""
    if not numbers:
        return None
    total_sum = sum(numbers)
    count = len(numbers)
    return total_sum / count",0,clean,"Computes the average of a list of floats, returning None if the list is empty to prevent division by zero."
"def calculate_robust_ratio(value_a: float, value_b: float, tolerance: float = 1e-9) -> float:
    """"""
    Calculates the ratio of value_a to value_b, handling cases where value_b is zero or near zero.
    Returns 0.0 if value_b is within the specified tolerance of zero.
    """"""
    if abs(value_b) < tolerance:
        return 0.0
    return value_a / value_b",0,clean,"Calculates a ratio, returning 0.0 if the denominator is zero or negligibly close to zero using a tolerance."
"def calculate_rate(quantity: float, duration_seconds: float) -> float:
    """"""
    Calculates a rate (quantity per duration), handling zero duration.
    If duration is zero, returns 0.0 to indicate no rate could be established or an infinite rate is not desired.
    """"""
    if duration_seconds == 0.0:
        return 0.0
    return quantity / duration_seconds",0,clean,"Calculates a rate of quantity per unit duration, returning 0.0 if the duration is zero."
"def calculate_weighted_average(values: list[float], weights: list[float]) -> float | None:
    """"""
    Calculates the weighted average of values.
    Returns None if the total weight is zero, preventing division by zero.
    """"""
    if not values or not weights or len(values) != len(weights):
        return None

    weighted_sum = sum(v * w for v, w in zip(values, weights))
    total_weight = sum(weights)

    if total_weight == 0:
        return None
    
    return weighted_sum / total_weight",0,clean,"Computes the weighted average of a list of values, returning None if the total weight is zero or inputs are invalid."
"def calculate_safe_reciprocal(number: float, default_value: float = 0.0) -> float:
    """"""
    Calculates the reciprocal (1/number), returning a default value if number is zero.
    """"
    if number == 0:
        return default_value
    return 1.0 / number",0,clean,"Calculates the reciprocal of a number, returning a specified default value if the number is zero."
"def calculate_percentage_change(old_value: float, new_value: float) -> float:
    """"""
    Calculates the percentage change from an old value to a new value.
    Handles zero old_value by returning 0.0 if new_value is also zero,
    otherwise returns float('inf') for positive change or float('-inf') for negative change.
    """"""
    if old_value == 0.0:
        if new_value == 0.0:
            return 0.0
        else:
            return float('inf') if new_value > 0 else float('-inf')
            
    return ((new_value - old_value) / old_value) * 100.0",0,clean,"Calculates the percentage change between two values, handling zero old_value scenarios by returning 0.0, float('inf'), or float('-inf')."
"def calculate_sum_of_squares(numbers: list[float]) -> float:
    """"""
    Calculates the sum of squares for a list of numbers.
    Returns 0.0 if the list is empty, as the sum of no squares is zero.
    """"""
    if not numbers:
        return 0.0
    
    total_square_sum = 0.0
    for num in numbers:
        total_square_sum += num * num
    return total_square_sum",0,clean,"Calculates the sum of squares for a list of numbers, returning 0.0 if the list is empty."
"def calculate_safe_dot_product(vec1: list[float], vec2: list[float]) -> float:
    """"""
    Calculates the dot product of two vectors.
    Returns 0.0 if either vector is empty or if their lengths mismatch,
    as a dot product is conventionally zero or undefined in these cases.
    """"""
    if not vec1 or not vec2 or len(vec1) != len(vec2):
        return 0.0
    
    dot_product_sum = 0.0
    for i in range(len(vec1)):
        dot_product_sum += vec1[i] * vec2[i]
    return dot_product_sum",0,clean,"Calculates the dot product of two vectors, returning 0.0 if either vector is empty or their lengths do not match."
"def calculate_final_cost(item_prices: list[float], discount_percentage: float) -> float:
    """"""
    Calculates the total cost of multiple items after applying a percentage discount.
    """"""
    if not isinstance(item_prices, list) or not all(isinstance(p, (int, float)) for p in item_prices):
        raise TypeError(""item_prices must be a list of numbers."")
    if not isinstance(discount_percentage, (int, float)):
        raise TypeError(""discount_percentage must be a number."")
    if not (0 <= discount_percentage <= 100):
        raise ValueError(""Discount percentage must be between 0 and 100."")

    total_gross_cost = sum(item_prices)
    discount_factor = (100 - discount_percentage) / 100.0
    final_cost = total_gross_cost * discount_factor
    return max(0.0, final_cost)",0,clean,"Calculates the final cost of a list of items after applying a percentage discount, ensuring the cost is not negative."
"def calculate_weighted_average(values: list[float], weights: list[float]) -> float:
    """"""
    Computes the weighted average of a list of values and their corresponding weights.
    Raises ZeroDivisionError if the sum of weights is zero.
    """"""
    if not isinstance(values, list) or not all(isinstance(v, (int, float)) for v in values):
        raise TypeError(""values must be a list of numbers."")
    if not isinstance(weights, list) or not all(isinstance(w, (int, float)) for w in weights):
        raise TypeError(""weights must be a list of numbers."")
    if len(values) != len(weights):
        raise ValueError(""Values and weights lists must have the same length."")
    if not values: 
        return 0.0

    sum_of_products = sum(v * w for v, w in zip(values, weights))
    sum_of_weights = sum(weights)

    weighted_avg = sum_of_products / sum_of_weights
    return weighted_avg",0,clean,"Computes the weighted average of numerical values and their corresponding weights, raising ZeroDivisionError if the total weight is zero."
"def calculate_compound_future_value(principal: float, annual_rate: float, years: int, compounds_per_year: int) -> float:
    """"""
    Calculates the future value of an investment with compound interest.
    """"""
    if not all(isinstance(arg, (int, float)) for arg in [principal, annual_rate]):
        raise TypeError(""Principal and annual rate must be numbers."")
    if not all(isinstance(arg, int) for arg in [years, compounds_per_year]):
        raise TypeError(""Years and compounds_per_year must be integers."")
    if principal < 0:
        raise ValueError(""Principal cannot be negative."")
    if years < 0:
        raise ValueError(""Years cannot be negative."")
    if compounds_per_year <= 0:
        raise ValueError(""Compounds per year must be a positive integer."")

    rate_per_period = annual_rate / compounds_per_year
    total_periods = years * compounds_per_year
    future_value = principal * (1 + rate_per_period) ** total_periods
    return future_value",0,clean,"Calculates the future value of an investment based on principal, annual interest rate, years, and compounding frequency."
"def calculate_euclidean_distance_2d(point1: tuple[float, float], point2: tuple[float, float]) -> float:
    """"""
    Computes the Euclidean distance between two points (x1, y1) and (x2, y2) in 2D space.
    """"""
    if not isinstance(point1, tuple) or len(point1) != 2 or not all(isinstance(c, (int, float)) for c in point1):
        raise TypeError(""Point1 must be a tuple of two numbers."")
    if not isinstance(point2, tuple) or len(point2) != 2 or not all(isinstance(c, (int, float)) for c in point2):
        raise TypeError(""Point2 must be a tuple of two numbers."")

    x1, y1 = point1
    x2, y2 = point2

    delta_x = x2 - x1
    delta_y = y2 - y1

    distance_squared = delta_x**2 + delta_y**2
    distance = distance_squared ** 0.5
    return distance",0,clean,Computes the Euclidean distance between two 2D points given as tuples of coordinates.
