code,label,bug_class,description
"def get_config_value(config_key):
    """"""
    Fetches a configuration value by its key.
    Vulnerable to SQL injection via the config_key parameter.
    """"""
    query = ""SELECT value FROM configurations WHERE config_key = '%s'"" % config_key
    print(f""Executing SQL: {query}"")
    # In a real scenario, this would involve db_cursor.execute(query) and fetching results
    return f""Config value for {config_key} (simulated)""",1,sql_injection,"This function retrieves a configuration value, vulnerable to SQL injection because it directly interpolates the configuration key into a SELECT query using %s."
"def scale_value(value: float, original_min: float, original_max: float, target_min: float, target_max: float) -> float:
    """"""
    Scales a value from an original range to a new target range.
    """"""
    if not all(isinstance(arg, (int, float)) for arg in [value, original_min, original_max, target_min, target_max]):
        raise TypeError(""All input arguments must be numbers."")
    if original_min > original_max:
        raise ValueError(""Original minimum cannot be greater than original maximum."")
    if target_min > target_max:
        raise ValueError(""Target minimum cannot be greater than target maximum."")

    original_range_span = original_max - original_min
    if original_range_span == 0:
        if value == original_min:
            return target_min
        else:
            raise ValueError(""Value is outside the zero-span original range."")

    scaled_value = ((value - original_min) / original_range_span) * (target_max - target_min) + target_min
    return scaled_value",0,clean,"Scales a given value from an original numerical range to a target numerical range, handling zero-span original ranges safely."
"def validate_us_phone_number(phone_str: str) -> str | None:
    """"""
    Validates if a string is a 10-digit US phone number, optionally with
    separators, and returns the sanitized digits or None.
    """"""
    if not isinstance(phone_str, str) or not phone_str:
        return None
        
    digits_only = """"
    for char in phone_str:
        if '0' <= char <= '9':
            digits_only += char
            
    if len(digits_only) == 10:
        return digits_only
    else:
        return None",0,clean,"This function validates if a string represents a 10-digit US phone number, sanitizing and returning only the digits if valid."
"def calculate_safe_dot_product(vec1: list[float], vec2: list[float]) -> float:
    """"""
    Calculates the dot product of two vectors.
    Returns 0.0 if either vector is empty or if their lengths mismatch,
    as a dot product is conventionally zero or undefined in these cases.
    """"""
    if not vec1 or not vec2 or len(vec1) != len(vec2):
        return 0.0
    
    dot_product_sum = 0.0
    for i in range(len(vec1)):
        dot_product_sum += vec1[i] * vec2[i]
    return dot_product_sum",0,clean,"Calculates the dot product of two vectors, returning 0.0 if either vector is empty or their lengths do not match."
"def sanitize_html_input(text):
    """"""
    Sanitizes user input by removing common dangerous HTML tags like <script>
    and escaping characters like '<', '>', '&', '""', and ""'"".
    """"""
    if not isinstance(text, str):
        return """"

    sanitized_text = text.replace(""<script"", ""&lt;script"")
    sanitized_text = sanitized_text.replace(""</script>"", ""&lt;/script&gt;"")
    sanitized_text = sanitized_text.replace(""<"", ""&lt;"")
    sanitized_text = sanitized_text.replace("">"", ""&gt;"")
    sanitized_text = sanitized_text.replace(""&"", ""&amp;"")
    sanitized_text = sanitized_text.replace('""', ""&quot;"")
    sanitized_text = sanitized_text.replace(""'"", ""&#x27;"")

    return sanitized_text.strip()",0,clean,This function sanitizes user text input by neutralizing script tags and escaping common HTML special characters to mitigate basic XSS vulnerabilities.
"def calculate_rate(quantity: float, duration_seconds: float) -> float:
    """"""
    Calculates a rate (quantity per duration), handling zero duration.
    If duration is zero, returns 0.0 to indicate no rate could be established or an infinite rate is not desired.
    """"""
    if duration_seconds == 0.0:
        return 0.0
    return quantity / duration_seconds",0,clean,"Calculates a rate of quantity per unit duration, returning 0.0 if the duration is zero."
"def calculate_future_value(principal: float, annual_rate: float, years: int, compounds_per_year: int) -> float | str:
    """"""
    Calculates the future value of an investment with compound interest,
    validating inputs to ensure they are positive and sensible.
    """"""
    if not all(isinstance(arg, (int, float)) for arg in [principal, annual_rate]) or not all(isinstance(arg, int) for arg in [years, compounds_per_year]):
        return ""Error: Principal and annual rate must be numbers, years and compounds_per_year integers.""
    if principal < 0:
        return ""Error: Principal cannot be negative.""
    if annual_rate < -1.0:
        return ""Error: Annual rate cannot be less than -1.0 (or -100%).""
    if years < 0:
        return ""Error: Years cannot be negative.""
    if compounds_per_year <= 0:
        return ""Error: Compounds per year must be a positive integer.""
        
    rate_per_period = annual_rate / compounds_per_year
    num_periods = years * compounds_per_year
    
    future_value = principal * (1 + rate_per_period) ** num_periods
    return round(future_value, 2)",0,clean,"This function calculates the future value of an investment using compound interest, performing robust input validation to ensure positive principal, sensible rates, and positive compounding periods."
"def validate_positive_integer(input_str: str) -> int | None:
    """"""
    Validates if a string represents a positive integer and returns it,
    otherwise returns None.
    """"""
    if not isinstance(input_str, str) or not input_str:
        return None
    
    # Check if all characters are digits
    if not input_str.isdigit():
        return None
    
    # Convert to integer
    num_val = int(input_str)
    
    # Ensure it's a positive integer
    if num_val > 0:
        return num_val
    else:
        return None",0,clean,"This function validates if a string represents a positive integer, returning the integer value or None if invalid."
"def get_paginated_articles(limit, offset):
    """"""
    Fetches articles with pagination based on limit and offset parameters.
    Concatenates the limit and offset values directly into the SQL query,
    leading to SQL injection vulnerability.
    """"""
    # Assuming limit and offset are integers but come as strings from input
    sql_query = ""SELECT id, title, published_date FROM articles LIMIT "" + str(limit) + "" OFFSET "" + str(offset)
    # result = db_execute(sql_query)
    # return result
    return sql_query",1,sql_injection,"A function that fetches paginated articles by directly concatenating user-provided `limit` and `offset` values into the SQL LIMIT and OFFSET clauses, creating an SQL injection vulnerability."
"def calculate_weighted_average(values: list[float], weights: list[float]) -> float | None:
    """"""
    Calculates the weighted average of values.
    Returns None if the total weight is zero, preventing division by zero.
    """"""
    if not values or not weights or len(values) != len(weights):
        return None

    weighted_sum = sum(v * w for v, w in zip(values, weights))
    total_weight = sum(weights)

    if total_weight == 0:
        return None
    
    return weighted_sum / total_weight",0,clean,"Computes the weighted average of a list of values, returning None if the total weight is zero or inputs are invalid."
"def get_orders_by_statuses(statuses: list[str]):
    """"""Fetches orders matching a list of given statuses using a dynamically generated parameterized IN clause.""""""
    if not statuses:
        return []
    placeholders = ', '.join(['?'] * len(statuses))
    query = f""SELECT order_id, status, total FROM orders WHERE status IN ({placeholders})""
    parameters = tuple(statuses)
    print(f""Executing: '{query}' with parameters: {parameters}"")
    return f""Simulated orders for statuses: {', '.join(statuses)}""",0,clean,"This function retrieves orders based on a list of statuses, dynamically constructing a secure parameterized IN clause for variable input."
"def get_health_status():
    """"""
    Provides a simple health check status for the service.
    """"""
    # In a real application, this might check database connections,
    # external services, etc. For this example, it's always healthy.
    
    status_info = {
        ""status"": ""healthy"",
        ""service_name"": ""API Gateway"",
        ""version"": ""1.0.0"",
        ""timestamp"": ""2023-10-27T10:00:00Z"" # Simulated
    }
    
    # All values are hardcoded or derived from internal sources,
    # ensuring no user input or sensitive data is directly output.
    return {""data"": status_info, ""status"": 200}",0,clean,"Provides a simple health check, returning a hardcoded status to ensure no sensitive information leakage."
"def get_user_by_id(user_id_str):
    """"""
    Retrieves user details by ID, performing integer validation on the path parameter and returning a user dictionary or error.
    """"""
    try:
        user_id = int(user_id_str)
        if user_id <= 0:
            return {""error"": ""Invalid user ID."", ""status"": 400}
    except ValueError:
        return {""error"": ""User ID must be an integer."", ""status"": 400}

    # Simulate database lookup for a secure user
    users_db = {
        101: {""id"": 101, ""name"": ""Alice Smith"", ""email"": ""alice@example.com""},
        102: {""id"": 102, ""name"": ""Bob Johnson"", ""email"": ""bob@example.com""}
    }
    
    user = users_db.get(user_id)
    if user:
        return {""data"": user, ""status"": 200}
    else:
        return {""error"": ""User not found."", ""status"": 404}",0,clean,"Retrieves user details by ID, performing integer validation on the path parameter and returning a user dictionary or error."
"def get_user_by_id(conn, user_id):
    """"""
    Retrieves a single user record from the 'users' table by their ID using a parameterized query.
    """"""
    cursor = conn.cursor()
    query = ""SELECT id, username, email FROM users WHERE id = ?""
    cursor.execute(query, (user_id,))
    user = cursor.fetchone()
    cursor.close()
    return user",0,clean,"Retrieves a single user's details by their ID, returning one row or None."
"def get_first_element(data_list):
    """"""
    Returns the first element of a list if the list is not None and not empty,
    otherwise returns None.
    """"""
    if data_list is None:
        return None
    if not isinstance(data_list, list):
        return None
    if not data_list:
        return None
    return data_list[0]",0,clean,"Retrieves the first element from a list, returning None if the list is None, not a list, or empty."
"def parse_optional_int(s_value: str | None, default_int: int = 0) -> int:
    """"""
    Parses an optional string value to an integer, returning a default
    if the string is None or cannot be converted to an integer.
    """"""
    if s_value is None:
        return default_int
    try:
        return int(s_value)
    except (ValueError, TypeError):
        return default_int",0,clean,"Parses an optional string value to an integer, returning a default if the string is None or cannot be converted to an integer."
"def clean_and_lower_string(text: str | None) -> str:
    """"""
    Strips whitespace from a string and converts it to lowercase,
    returning an empty string if the input is None.
    """"""
    if text is None:
        return """"
    return text.strip().lower()",0,clean,"Strips whitespace from a string and converts it to lowercase, returning an empty string if the input is None."
"def get_products_by_category_and_price(category: str, min_price: float):
    """"""Fetches products from a specific category that are above a minimum price using a parameterized query.""""""
    query = ""SELECT product_id, name, price FROM products WHERE category = ? AND price > ?""
    parameters = (category, min_price)
    print(f""Executing: '{query}' with parameters: {parameters}"")
    return f""Simulated results for category '{category}' and min_price {min_price}""",0,clean,"This function retrieves products matching a given category and minimum price, employing a parameterized query with multiple positional parameters."
"def evaluate_quadratic_polynomial(a: float, b: float, c: float, x: float) -> float:
    """"""
    Evaluates a quadratic polynomial ax^2 + bx + c for a given x.
    """"""
    if not all(isinstance(arg, (int, float)) for arg in [a, b, c, x]):
        raise TypeError(""All coefficients and x must be numbers."")

    result = a * (x ** 2) + b * x + c
    return result",0,clean,Evaluates a quadratic polynomial (ax^2 + bx + c) for specific coefficients and a given variable 'x'.
"def scale_to_range(value: float, source_min: float, source_max: float, target_min: float, target_max: float) -> float | str:
    """"""
    Scales a given value from a source range to a target range,
    handling cases where the source range is invalid (e.g., min == max) or inputs are not numeric.
    """"""
    if not all(isinstance(arg, (int, float)) for arg in [value, source_min, source_max, target_min, target_max]):
        return ""Error: All arguments must be numbers.""
        
    if source_min == source_max:
        return ""Error: Source range minimum and maximum cannot be equal.""
        
    scaled_value = (value - source_min) * (target_max - target_min) / (source_max - source_min) + target_min
    return scaled_value",0,clean,"This function scales a numeric value from a specified source range to a target range, explicitly checking for a zero-sized source range to prevent division errors and validating input types."
"def delete_user_comment(user_id: int, comment_id: int):
    """"""Deletes a specific comment made by a user using a parameterized DELETE statement.""""""
    query = ""DELETE FROM comments WHERE user_id = ? AND comment_id = ?""
    parameters = (user_id, comment_id)
    print(f""Executing: '{query}' with parameters: {parameters}"")
    return f""Simulated deletion: comment {comment_id} by user {user_id}""",0,clean,This function safely deletes a specific user's comment from the database using a parameterized DELETE query.
"def validate_username(username_str: str) -> bool:
    """"""
    Validates if a string is a valid username.
    Must be alphanumeric, optionally containing underscores or hyphens, and within a specific length.
    """"""
    if not isinstance(username_str, str):
        return False
    
    username_length = len(username_str)
    if not (3 <= username_length <= 20):
        return False
    
    allowed_chars = ""abcdefghijklmnopqrstuvwxyzABCDEFGHIJKLMNOPQRSTUVWXYZ0123456789_-""
    
    for char in username_str:
        if char not in allowed_chars:
            return False
            
    # Username cannot start or end with _ or -
    if username_str.startswith('_') or username_str.startswith('-') or \
       username_str.endswith('_') or username_str.endswith('-'):
        return False

    return True",0,clean,"This function validates if a given string is a valid username, ensuring it meets length and allowed character requirements."
"def get_users_by_id_list_fstring(user_ids: list[str]):
    """"""
    Retrieves multiple users by a list of string IDs, building an IN clause with an f-string.
    """"""
    # This is dangerous if user_ids contains unvalidated strings, e.g., [""1"", ""2 OR 1=1""]
    id_list_str = "", "".join(user_ids) 
    query = f""SELECT id, username FROM users WHERE id IN ({id_list_str})""
    print(f""Executing query: {query}"")
    # Simulate DB query
    return [{""id"": 1, ""username"": ""user1""}] # Mock result",1,sql_injection,"Retrieves users based on a list of string IDs, building an IN clause with an f-string, vulnerable to SQL injection if elements in `user_ids` are not properly validated before joining."
"def calculate_euclidean_distance_2d(point1: tuple[float, float], point2: tuple[float, float]) -> float:
    """"""
    Computes the Euclidean distance between two points (x1, y1) and (x2, y2) in 2D space.
    """"""
    if not isinstance(point1, tuple) or len(point1) != 2 or not all(isinstance(c, (int, float)) for c in point1):
        raise TypeError(""Point1 must be a tuple of two numbers."")
    if not isinstance(point2, tuple) or len(point2) != 2 or not all(isinstance(c, (int, float)) for c in point2):
        raise TypeError(""Point2 must be a tuple of two numbers."")

    x1, y1 = point1
    x2, y2 = point2

    delta_x = x2 - x1
    delta_y = y2 - y1

    distance_squared = delta_x**2 + delta_y**2
    distance = distance_squared ** 0.5
    return distance",0,clean,Computes the Euclidean distance between two 2D points given as tuples of coordinates.
"def validate_phone_number(phone_str):
    """"""
    Validates a phone number string to ensure it consists only of digits and has a specific length,
    e.g., 10 digits for a North American number.
    """"""
    if not isinstance(phone_str, str):
        return False

    cleaned_number = """".join(filter(str.isdigit, phone_str))
    
    if len(cleaned_number) == 10:
        return True
    else:
        return False",0,clean,This function validates a phone number string by removing all non-digit characters and then checking if the resulting string has exactly 10 digits.
"def add_multiple_products_batch(conn, products_data):
    """"""
    Inserts multiple product records into the 'products' table in a single batch operation using executemany.
    products_data should be a list of tuples, e.g., [(name1, desc1, price1, cat1), ...]
    """"""
    cursor = conn.cursor()
    query = ""INSERT INTO products (name, description, price, category) VALUES (?, ?, ?, ?)""
    try:
        cursor.executemany(query, products_data)
        conn.commit()
        return cursor.rowcount # Returns the total number of rows inserted
    except Exception as e:
        conn.rollback()
        # In a real app, log error more robustly
        return 0
    finally:
        cursor.close()",0,clean,Inserts multiple product records efficiently in a batch operation using the `executemany` method.
"def update_user_email(user_id, new_email):
    """"""
    Updates a user's email address in the database.
    Directly concatenates user_id and new_email into the UPDATE statement,
    creating an SQL injection vulnerability.
    """"""
    sql_query = ""UPDATE users SET email = '"" + new_email + ""' WHERE user_id = "" + str(user_id)
    # db_execute(sql_query)
    # return ""Email updated successfully (simulated)""
    return sql_query",1,sql_injection,"A function that updates a user's email by directly embedding user-provided `user_id` and `new_email` into an UPDATE statement, making it vulnerable to SQL injection."
"def update_user_setting(user_id: int, setting_key: str, new_value: str):
    """"""
    Updates a specific setting for a user.
    Vulnerable to SQL injection via new_value and setting_key parameters.
    """"""
    sql_query = f""UPDATE user_settings SET setting_value = '{new_value}' WHERE user_id = {user_id} AND setting_name = '{setting_key}'""
    # Assume execute_query is a global or passed-in function
    return ""Query executed: "" + sql_query",1,sql_injection,"Updates a user's specific setting, vulnerable to SQL injection through both the new setting value and the setting key parameters using an f-string."
"def normalize_vector(vector: list[float]) -> list[float] | str:
    """"""
    Normalizes a vector to its L2-norm, returning an error if the vector is empty,
    contains non-numeric values, or if its magnitude is zero.
    """"""
    if not isinstance(vector, list):
        return ""Error: Input must be a list.""
    if not vector:
        return ""Error: Cannot normalize an empty vector.""
        
    magnitude_sq = 0.0
    for x in vector:
        if not isinstance(x, (int, float)):
            return ""Error: All elements in the vector must be numbers.""
        magnitude_sq += x * x
        
    magnitude = magnitude_sq ** 0.5
    
    if magnitude == 0:
        return ""Error: Cannot normalize a zero vector (magnitude is zero).
    ""
        
    normalized_vector = [x / magnitude for x in vector]
    return normalized_vector",0,clean,"This function normalizes a numeric vector to its L2-norm, checking for empty vectors, non-numeric elements, and specifically preventing division by zero if the vector's magnitude is zero."
"def get_recent_transactions(conn, account_id, limit=10):
    """"""
    Fetches recent transactions for an account using a parameterized query.
    Assumes `conn` is an active database connection object.
    """"""
    try:
        with conn.cursor() as cursor:
            sql = ""SELECT id, amount, type, transaction_date FROM transactions WHERE account_id = ? ORDER BY transaction_date DESC LIMIT ?""
            cursor.execute(sql, (account_id, limit))
            transactions = cursor.fetchall()
            if transactions:
                columns = [desc[0] for desc in cursor.description]
                return [dict(zip(columns, row)) for row in transactions]
            return []
    except Exception as e:
        # In a real application, log the exception
        return []",0,clean,"Fetches the most recent transactions for a given account, limited by a specified count, returning a list of dictionaries, using a secure parameterized query."
"def validate_url(url_str: str) -> bool:
    """"""
    Performs a basic validation of a URL string, checking for scheme,
    domain presence, and overall length.
    """"""
    if not isinstance(url_str, str) or not (10 <= len(url_str) <= 2048):
        return False
    
    url_lower = url_str.lower()
    
    if not (url_lower.startswith(""http://"") or url_lower.startswith(""https://"")):
        return False
        
    # Find where the domain part starts after the scheme
    scheme_end = url_lower.find(""://"") + 3
    if scheme_end == 2: # ""://"" not found (find returns -1 then +3 = 2)
        return False
    
    domain_and_path = url_str[scheme_end:]
    domain_part = domain_and_path.split('/', 1)[0] # Split only on first slash
    
    if not domain_part or '.' not in domain_part:
        return False
    
    # Domain part cannot start or end with a hyphen or dot
    if domain_part.startswith('-') or domain_part.endswith('-') or \
       domain_part.startswith('.') or domain_part.endswith('.'):
        return False
    
    # Check for general 'bad' characters in the domain (very basic)
    forbidden_chars_in_domain = "" <>{}[]|\\^`""
    if any(c in forbidden_chars_in_domain for c in domain_part):
        return False
    
    return True",0,clean,"This function performs a basic validation of a URL string by checking its scheme, domain structure, and overall length."
"def validate_iso_date_string(date_str: str) -> bool:
    """"""
    Validates if a string is a valid date in 'YYYY-MM-DD' format,
    performing basic structural and range checks without imports.
    """"""
    if not isinstance(date_str, str) or len(date_str) != 10:
        return False
        
    if date_str[4] != '-' or date_str[7] != '-':
        return False
        
    year_str = date_str[0:4]
    month_str = date_str[5:7]
    day_str = date_str[8:10]
    
    if not (year_str.isdigit() and month_str.isdigit() and day_str.isdigit()):
        return False
        
    year = int(year_str)
    month = int(month_str)
    day = int(day_str)
    
    # Basic range checks for common dates
    if not (1000 <= year <= 9999): # Standard 4-digit year range
        return False
    if not (1 <= month <= 12):
        return False
    if not (1 <= day <= 31): # Simplistic max day, doesn't validate specific month/leap year
        return False
        
    return True",0,clean,This function validates if a string is a date in 'YYYY-MM-DD' format by checking its structure and basic numerical ranges.
"def get_status_message(status_code, error_message=None):
    """"""
    Generates a status message based on a status code and an optional error message.
    Returns different messages depending on the presence of an error or the status code.
    """"""
    if error_message is not None and str(error_message).strip():
        return f""Error: {error_message}""
    
    if status_code is None:
        return ""Status unknown.""
    
    if status_code == 200:
        return ""Operation successful.""
    elif status_code >= 400 and status_code < 500:
        return ""Client error occurred.""
    elif status_code >= 500:
        return ""Server error occurred.""
    else:
        return f""Status: {status_code}""",0,clean,"Creates a status message, prioritizing a provided error message, otherwise reporting based on the status code, or ""Status unknown"" if the status code is None."
"def validate_positive_id(id_string: str, min_val: int = 1, max_val: int = 100000) -> bool:
    """"""
    Validates if a string represents a positive integer ID within a specified range.
    """"""
    if not isinstance(id_string, str):
        return False
    
    trimmed_id_string = id_string.strip()
    if not trimmed_id_string:
        return False

    for char in trimmed_id_string:
        if not char.isdigit():
            return False
            
    try:
        id_value = int(trimmed_id_string)
    except ValueError:
        return False
    
    if id_value < min_val or id_value > max_val:
        return False
        
    return True",0,clean,This function validates if a string represents a positive integer ID within a given numerical range.
"def get_paginated_comments(post_id: int, page_size: int, page_num: int):
    """"""
    Fetches comments for a post with pagination.
    Vulnerable to SQL injection if page_size or page_num are manipulated to
    inject malicious SQL within or after the numeric context.
    """"""
    offset_val = (page_num - 1) * page_size
    limit_val = page_size
    
    sql_query = f""SELECT comment_id, author_id, comment_text FROM comments WHERE post_id = {post_id} LIMIT {limit_val} OFFSET {offset_val}""
    # Assume execute_query is a global or passed-in function
    return ""Query executed: "" + sql_query",1,sql_injection,"Fetches paginated comments for a post, vulnerable to SQL injection if pagination parameters like `page_size` or `page_num` are manipulated using an f-string."
"def delete_document_by_name(document_name: str, owner_id: int):
    """"""
    Deletes a document by its name for a specific owner.
    Vulnerable to SQL injection via the document_name parameter.
    """"""
    sql_query = f""DELETE FROM documents WHERE document_name = '{document_name}' AND owner_id = {owner_id}""
    # Assume execute_query is a global or passed-in function
    return ""Query executed: "" + sql_query",1,sql_injection,"Deletes a document by name for a given owner, vulnerable to SQL injection in the document name parameter using an f-string."
"def search_products(search_term):
    """"""
    Searches for products by a given search term using LIKE.
    Vulnerable to SQL injection via the search_term parameter.
    """"""
    query = ""SELECT name, price FROM products WHERE description LIKE '%%%s%%'"" % search_term
    print(f""Executing SQL: {query}"")
    # In a real scenario, this would involve db_cursor.execute(query) and fetching results
    return f""Search results for: {search_term} (simulated)""",1,sql_injection,"This function searches products using a LIKE clause, vulnerable to SQL injection because it directly interpolates the search term into a SELECT query using %s."
"def remove_cart_item(user_id, item_id):
    """"""
    Removes an item from a user's shopping cart.
    Directly concatenates user_id and item_id into the DELETE statement's WHERE clause,
    exposing it to SQL injection.
    """"""
    sql_query = ""DELETE FROM shopping_cart WHERE user_id = "" + str(user_id) + "" AND item_id = "" + str(item_id)
    # db_execute(sql_query)
    # return ""Item removed from cart (simulated)""
    return sql_query",1,sql_injection,"A function that deletes an item from a shopping cart by directly concatenating `user_id` and `item_id` into the DELETE statement's WHERE clause, making it vulnerable to SQL injection."
"def get_active_customers(is_active: bool):
    """"""Retrieves all customer records that match an active status using a parameterized query.""""""
    db_value = 1 if is_active else 0
    query = ""SELECT customer_id, name, email FROM customers WHERE is_active = ?""
    parameters = (db_value,)
    print(f""Executing: '{query}' with parameters: {parameters}"")
    return f""Simulated active customers results for is_active={is_active}""",0,clean,"This function retrieves customer records based on an active status, converting the boolean input to an integer for a parameterized query."
"def calculate_percentage(part: float, whole: float) -> float:
    """"""
    Calculates the percentage of a part relative to a whole.
    Raises ZeroDivisionError if 'whole' is zero.
    """"""
    if not all(isinstance(arg, (int, float)) for arg in [part, whole]):
        raise TypeError(""Part and whole must be numbers."")
    if part < 0 or whole < 0:
        raise ValueError(""Part and whole values must be non-negative for percentage calculation."")

    percentage = (part / whole) * 100.0
    return percentage",0,clean,"Calculates the percentage of a 'part' value relative to a 'whole' value, raising ZeroDivisionError if 'whole' is zero."
"def create_new_account(username, password):
    """"""
    Creates a new user account with provided username and password.
    Vulnerable to SQL injection via both username and password parameters.
    """"""
    query = ""INSERT INTO accounts (username, password) VALUES ('%s', '%s')"" % (username, password)
    print(f""Executing SQL: {query}"")
    # In a real scenario, this would involve db_cursor.execute(query)
    return f""Account created for username: {username} (simulated)""",1,sql_injection,"This function creates a new account, vulnerable to SQL injection because it directly interpolates the username and password into an INSERT query using %s."
"def dot_product(vec1: list[float], vec2: list[float]) -> float | str:
    """"""
    Calculates the dot product of two numerical vectors, ensuring they are of equal length
    and contain only numbers.
    """"""
    if not isinstance(vec1, list) or not isinstance(vec2, list):
        return ""Error: Both inputs must be lists.""
    if len(vec1) != len(vec2):
        return ""Error: Vectors must have the same length.""
    if not vec1: # Handles empty vectors resulting in 0 dot product
        return 0.0
    
    result = 0.0
    for i in range(len(vec1)):
        if not isinstance(vec1[i], (int, float)) or not isinstance(vec2[i], (int, float)):
            return ""Error: Both vectors must contain only numbers.""
        result += vec1[i] * vec2[i]
    return result",0,clean,"This function computes the dot product of two numeric vectors, validating that inputs are lists of equal length and contain only numbers."
"def validate_phone_number_basic(phone_number: str) -> bool:
    """"""
    Validates a phone number string to ensure it contains only digits
    (after an optional '+' prefix) and is within a reasonable length (7-15 digits).
    """"""
    if not isinstance(phone_number, str):
        return False
    
    trimmed_number = phone_number.strip()
    if not trimmed_number:
        return False

    if trimmed_number.startswith('+'):
        number_digits = trimmed_number[1:]
    else:
        number_digits = trimmed_number
        
    for char in number_digits:
        if not char.isdigit():
            return False
            
    if not (7 <= len(number_digits) <= 15):
        return False

    return True",0,clean,"This function validates a phone number string, ensuring it contains only digits (optionally preceded by '+') and falls within a reasonable length range."
"def safe_divide(numerator: float, denominator: float) -> float | None:
    """"""
    Performs division safely, returning None if the denominator is zero.
    """"""
    if denominator == 0:
        return None
    return numerator / denominator",0,clean,"Calculates the division of two numbers, returning None if the denominator is zero."
"def update_product_quantity(product_id: int, new_quantity: int):
    """"""Updates the quantity of a specific product in the inventory using a parameterized UPDATE statement.""""""
    query = ""UPDATE inventory SET quantity = ? WHERE product_id = ?""
    parameters = (new_quantity, product_id)
    print(f""Executing: '{query}' with parameters: {parameters}"")
    return f""Simulated update: product {product_id} quantity set to {new_quantity}""",0,clean,This function updates the quantity of a specific product in the inventory using a parameterized UPDATE statement for safe data modification.
"def create_new_log_entry(message: str, user_id: int):
    """"""
    Inserts a new log entry into the database.
    Vulnerable to SQL injection via the message parameter.
    """"""
    # Note: user_id is integer, but message needs quotes
    sql_query = f""INSERT INTO logs (message, user_id, timestamp) VALUES ('{message}', {user_id}, NOW())""
    # Assume execute_query is a global or passed-in function
    return ""Query executed: "" + sql_query",1,sql_injection,"Inserts a new log entry with a user-provided message and user ID, vulnerable to SQL injection in the message parameter using an f-string."
"def update_user_email_fstring(user_id: int, new_email: str):
    """"""
    Updates a user's email address using an f-string for the SET clause.
    """"""
    query = f""UPDATE users SET email = '{new_email}' WHERE id = {user_id}""
    print(f""Executing query: {query}"")
    # Simulate DB update
    return True # Mock result",1,sql_injection,"Updates a user's email using an f-string to build an UPDATE query, vulnerable to SQL injection through the `new_email` parameter."
"def calculate_percentage(part: float, total: float) -> float:
    """"""
    Calculates the percentage of a part relative to a total.
    Returns 0.0 if the total is zero, effectively treating part/0 as 0% for practical purposes.
    """"""
    if total == 0:
        return 0.0
    return (part / total) * 100.0",0,clean,"Calculates a percentage, returning 0.0 if the total value is zero."
"def parse_coordinates(coordinate_tuple):
    """"""
    Parses a tuple representing (x, y) coordinates.
    Returns (None, None) if the input is None, not a tuple, does not have exactly two elements,
    or contains non-numeric elements.
    """"""
    if coordinate_tuple is None:
        return (None, None)
    
    if not isinstance(coordinate_tuple, tuple):
        return (None, None)
        
    if len(coordinate_tuple) != 2:
        return (None, None)
        
    x, y = coordinate_tuple
    
    if not isinstance(x, (int, float)) or not isinstance(y, (int, float)):
        return (None, None)

    return (x, y)",0,clean,"Parses a 2-element coordinate tuple (x, y), returning (None, None) if the input is None, not a tuple, has an incorrect length, or contains non-numeric elements."
"def get_product_details(product_id: int):
    """"""
    Fetches product details by its ID.
    Vulnerable to SQL injection if product_id is not strictly validated
    as an integer and single quotes are later added implicitly or explicitly
    in the database layer, or if an attacker injects a string to break out.
    """"""
    sql_query = ""SELECT product_name, description, price FROM products WHERE product_id = {}"".format(product_id)
    # Assume execute_query is a global or passed-in function
    return ""Query executed: "" + sql_query",1,sql_injection,"Fetches product details by ID, vulnerable to SQL injection in the WHERE clause if the numeric ID can be manipulated using the .format() method."
"def get_config_value(config_dict: dict | None, key: str, default_value: any) -> any:
    """"""
    Safely retrieves a value from a configuration dictionary, returning a default
    if the dictionary is None or the key is not present.
    """"""
    if config_dict is None:
        return default_value
    return config_dict.get(key, default_value)",0,clean,"Safely retrieves a value from a configuration dictionary, returning a default if the dictionary is None or the key is not present."
"def validate_username(username: str) -> bool:
    """"""
    Validates a username string, ensuring it is alphanumeric,
    between 3 and 20 characters long, and does not contain spaces.
    """"""
    if not isinstance(username, str):
        return False
    trimmed_username = username.strip()
    if not (3 <= len(trimmed_username) <= 20):
        return False
    if not trimmed_username.isalnum():
        return False
    return True",0,clean,"This function validates a username, checking for alphanumeric characters, length constraints, and absence of spaces."
"def authenticate_admin_format(username: str, password: str):
    """"""
    Authenticates an admin user using .format() to build a WHERE clause for credentials.
    """"""
    # Classic login bypass scenario
    query = ""SELECT id FROM admins WHERE username = '{0}' AND password = '{1}'"".format(username, password)
    print(f""Executing query: {query}"")
    # Simulate DB query
    # In a real scenario, this would return a user ID if authenticated, or None
    if username == ""admin"" and password == ""securepass"":
        return 1
    return None # Mock result",1,sql_injection,"Authenticates an admin user using `.format()` to build a SELECT query for credentials, highly vulnerable to SQL injection through `username` and `password` parameters for login bypass."
"def find_product_details_format(product_id: str):
    """"""
    Fetches product details using .format() for the WHERE clause.
    """"""
    query = ""SELECT product_name, description, price FROM products WHERE product_id = '{}'"".format(product_id)
    print(f""Executing query: {query}"")
    # Simulate DB query
    return {""product_name"": ""Gadget X"", ""description"": ""A cool gadget."", ""price"": 99.99} # Mock result",1,sql_injection,"Fetches product details using `.format()` to build a SELECT query, vulnerable to SQL injection through the `product_id` parameter."
